nombre_area,estado,poblacion,lat,lon,tipo_zona,consumo_anual_m3
Xicotepec,Puebla,79843,20.28,-97.95,Mixta,63874400
Xicotlán,Puebla,1455,18.33,-98.55,Agrícola,1018500
Xiutetelco,Puebla,43003,19.8,-97.33,Mixta,34402400
Xochiapulco,Puebla,4490,19.88,-97.65,Agrícola,3143000
Xochiltepec,Puebla,3363,18.68,-98.3,Agrícola,2354100
Xochitlán de Vicente Suárez,Puebla,13240,19.97,-97.68,Agrícola,9268000
Xochitlán Todos Santos,Puebla,6616,18.73,-97.8,Agrícola,4631200
Yaonáhuac,Puebla,8580,19.88,-97.4,Agrícola,6006000
Yehualtepec,Puebla,26176,18.72,-97.7,Agrícola,18323200
Zacapala,Puebla,4490,18.58,-98.08,Agrícola,3143000
Zacapoaxtla,Puebla,55803,19.87,-97.58,Mixta,44642400
Zacatlán,Puebla,87361,19.93,-97.97,Servicios,78624900
Zapotitlán,Puebla,10067,18.32,-97.52,Agrícola,7046900
Zapotitlán de Méndez,Puebla,5807,20,-97.7,Agrícola,4064900
Zaragoza,Puebla,28905,19.77,-97.55,Mixta,23124000
Zautla,Puebla,21183,19.75,-97.68,Agrícola,14828100
Zihuateutla,Puebla,13063,20.35,-97.85,Agrícola,9144100
Zinacatepec,Puebla,18972,18.42,-97.35,Agrícola,13280400
Zongozotla,Puebla,4490,20.02,-97.72,Agrícola,3143000
Zoquiapan,Puebla,2620,20.1,-97.6,Agrícola,1834000
Zoquitlán,Puebla,20853,18.42,-96.95,Agrícola,14597100
Amealco de Bonfil,Querétaro,66841,20.18,-100.13,Mixta,50130750
Pinal de Amoles,Querétaro,27365,21.13,-99.62,Agrícola,19155500
Arroyo Seco,Querétaro,13141,21.47,-99.65,Agrícola,9198700
Cadereyta de Montes,Querétaro,69075,20.7,-99.82,Mixta,55260000
Colón,Querétaro,67131,20.78,-100.05,Mixta,53704800
Corregidora,Querétaro,212567,20.52,-100.45,Industrial,233823700
Ezequiel Montes,Querétaro,45141,20.67,-99.9,Mixta,36112800
Huimilpan,Querétaro,36885,20.37,-100.27,Agrícola,25819500
Jalpan de Serra,Querétaro,27344,21.22,-99.47,Servicios,21875200
Landa de Matamoros,Querétaro,19904,21.18,-99.32,Agrícola,13932800
El Marqués,Querétaro,231668,20.6,-100.28,Industrial,254834800
Pedro Escobedo,Querétaro,77404,20.5,-100.13,Mixta,61923200
Peñamiller,Querétaro,19149,21.03,-99.88,Agrícola,13404300
Querétaro,Querétaro,1049777,20.6,-100.38,Servicios,1259732400
San Joaquín,Querétaro,8359,20.92,-99.57,Agrícola,5851300
San Juan del Río,Querétaro,297804,20.38,-99.98,Industrial,327584400
Tequisquiapan,Querétaro,79403,20.52,-99.88,Servicios,71462700
Tolimán,Querétaro,27916,20.92,-99.93,Agrícola,19541200
Cozumel,Quintana Roo,88626,20.45,-86.9,Servicios,106351200
Felipe Carrillo Puerto,Quintana Roo,83970,19.58,-88.03,Mixta,75573000
Isla Mujeres,Quintana Roo,22686,21.25,-86.73,Servicios,27223200
Othón P. Blanco,Quintana Roo,233648,18.52,-88.3,Servicios,257012800
Benito Juárez,Quintana Roo,911503,21.17,-86.83,Servicios,1093803600
José María Morelos,Quintana Roo,39165,19.73,-88.7,Agrícola,27415500
Lázaro Cárdenas,Quintana Roo,29192,21,-87.45,Agrícola,20434400
Solidaridad,Quintana Roo,333800,20.63,-87.08,Servicios,400560000
Tulum,Quintana Roo,46721,20.2,-87.45,Servicios,56065200
Bacalar,Quintana Roo,41754,18.67,-88.38,Servicios,41754000
Puerto Morelos,Quintana Roo,26921,20.85,-86.88,Servicios,32305200
Ahualulco,San Luis Potosí,18972,22.4,-101.17,Agrícola,13280400
Alaquines,San Luis Potosí,7891,22.1,-99.6,Agrícola,5523700
Aquismón,San Luis Potosí,48356,21.62,-99.02,Servicios,43520400
Armadillo de los Infante,San Luis Potosí,4046,22.25,-100.67,Agrícola,2832200
Cárdenas,San Luis Potosí,18937,22,-99.65,Mixta,15149600
Catorce,San Luis Potosí,9579,23.68,-100.88,Servicios,8621100
Cedral,San Luis Potosí,19840,23.8,-100.72,Mixta,15872000
Cerritos,San Luis Potosí,22093,22.43,-100.28,Mixta,17674400
Cerro de San Pedro,San Luis Potosí,5054,22.22,-100.78,Servicios,4548600
Ciudad del Maíz,San Luis Potosí,30588,22.4,-99.6,Mixta,24470400
Ciudad Fernández,San Luis Potosí,48366,21.93,-99.98,Mixta,38692800
Tancanhuitz,San Luis Potosí,20210,21.6,-98.97,Agrícola,14147000
Ciudad Valles,San Luis Potosí,184499,21.98,-99.02,Mixta,166049100
Coxcatlán,San Luis Potosí,15510,21.53,-98.9,Agrícola,10857000
Charcas,San Luis Potosí,21683,23.13,-101.12,Mixta,17346400
Ébano,San Luis Potosí,41624,22.22,-98.37,Industrial,45786400
Guadalcázar,San Luis Potosí,24894,22.62,-100.4,Agrícola,17425800
Huehuetlán,San Luis Potosí,15331,21.57,-98.98,Agrícola,10731700
Lagunillas,San Luis Potosí,5647,21.7,-99.57,Agrícola,3952900
Matehuala,San Luis Potosí,102373,23.65,-100.65,Mixta,92135700
Mexquitic de Carmona,San Luis Potosí,58473,22.25,-101.1,Mixta,46778400
Moctezuma,San Luis Potosí,19317,22.75,-101.08,Agrícola,13521900
Rayón,San Luis Potosí,15301,21.85,-99.63,Agrícola,10710700
Rioverde,San Luis Potosí,97943,21.93,-99.98,Mixta,78354400
Salinas,San Luis Potosí,31215,22.63,-101.72,Mixta,24972000
San Antonio,San Luis Potosí,9394,21.62,-98.87,Agrícola,6575800
San Ciro de Acosta,San Luis Potosí,10173,21.63,-99.82,Agrícola,7121100
San Luis Potosí,San Luis Potosí,911908,22.15,-100.98,Servicios,1094289600
San Martín Chalchicuautla,San Luis Potosí,20379,21.38,-98.63,Agrícola,14265300
San Nicolás Tolentino,San Luis Potosí,4954,22.25,-100.53,Agrícola,3467800
Santa Catarina,San Luis Potosí,12059,21.68,-99.47,Agrícola,8441300
Santa María del Río,San Luis Potosí,39783,21.8,-100.73,Mixta,31826400
Santo Domingo,San Luis Potosí,10785,23.3,-101.55,Agrícola,7549500
San Vicente Tancuayalab,San Luis Potosí,15053,21.75,-98.78,Agrícola,10537100
Soledad de Graciano Sánchez,San Luis Potosí,332072,22.2,-100.93,Industrial,365279200
Tamasopo,San Luis Potosí,29307,21.93,-99.4,Servicios,26376300
Tamazunchale,San Luis Potosí,95037,21.25,-98.8,Mixta,76029600
Tampacán,San Luis Potosí,15233,21.37,-98.72,Agrícola,10663100
Tampamolón Corona,San Luis Potosí,14088,21.57,-98.82,Agrícola,9861600
Tamuín,San Luis Potosí,36952,22,-98.78,Mixta,29561600
Tanlajás,San Luis Potosí,19313,21.7,-98.87,Agrícola,13519100
Tanquián de Escobedo,San Luis Potosí,13681,21.6,-98.67,Agrícola,9576700
Tierra Nueva,San Luis Potosí,9339,21.7,-100.9,Agrícola,6537300
Vanegas,San Luis Potosí,7539,23.88,-100.95,Agrícola,5277300
Venado,San Luis Potosí,14515,22.93,-101.1,Agrícola,10160500
Villa de Arriaga,San Luis Potosí,18206,21.9,-101.38,Agrícola,12744200
Villa de Guadalupe,San Luis Potosí,9626,23.3,-100.75,Agrícola,6738200
Villa de la Paz,San Luis Potosí,5268,23.7,-100.7,Agrícola,3687600
Villa de Ramos,San Luis Potosí,38356,22.83,-101.92,Agrícola,26849200
Villa de Reyes,San Luis Potosí,52912,21.8,-101,Industrial,58203200
Villa Hidalgo,San Luis Potosí,19689,22.35,-100.7,Agrícola,13782300
Villa Juárez,San Luis Potosí,10304,22.33,-99.9,Agrícola,7212800
Axtla de Terrazas,San Luis Potosí,32628,21.43,-98.87,Agrícola,22839600
Xilitla,San Luis Potosí,49741,21.38,-98.98,Servicios,44766900
Zaragoza,San Luis Potosí,27376,21.93,-100.75,Agrícola,19163200
Villa de Arista,San Luis Potosí,17502,22.67,-100.87,Agrícola,12251400
Matlapa,San Luis Potosí,28965,21.33,-98.8,Agrícola,20275500
El Naranjo,San Luis Potosí,20966,22.52,-99.32,Agrícola,14676200
Ahome,Sinaloa,459310,25.92,-109,Mixta,459310000
Angostura,Sinaloa,44093,25.37,-108.17,Agrícola,30865100
Badiraguato,Sinaloa,26507,25.35,-107.55,Agrícola,18554900
Concordia,Sinaloa,24898,23.28,-106.07,Agrícola,17428600
Cosalá,Sinaloa,17269,24.42,-106.68,Servicios,15542100
Culiacán,Sinaloa,1003530,24.8,-107.4,Servicios,1103883000
Choix,Sinaloa,29363,26.7,-108.32,Agrícola,20554100
Elota,Sinaloa,55339,24.12,-106.9,Agrícola,38737300
Escuinapa,Sinaloa,59988,22.83,-105.77,Agrícola,41991600
El Fuerte,Sinaloa,96593,26.42,-108.62,Agrícola,67615100
Guasave,Sinaloa,289397,25.57,-108.47,Agrícola,202577900
Mazatlán,Sinaloa,501471,23.22,-106.42,Servicios,601765200
Mocorito,Sinaloa,40258,25.48,-107.92,Agrícola,28180600
Rosario,Sinaloa,52345,22.98,-105.87,Agrícola,36641500
Salvador Alvarado,Sinaloa,79492,25.42,-108.02,Mixta,63593600
San Ignacio,Sinaloa,19688,23.93,-106.43,Agrícola,13781600
Sinaloa,Sinaloa,78653,25.83,-107.9,Agrícola,55057100
Navolato,Sinaloa,149122,24.77,-107.7,Agrícola,104385400
Aconchi,Sonora,2444,29.82,-110.23,Agrícola,1710800
Agua Prieta,Sonora,91929,31.32,-109.55,Industrial,101121900
Álamos,Sonora,24483,27.02,-108.93,Servicios,22034700
Altar,Sonora,9492,30.7,-111.83,Agrícola,6644400
Arivechi,Sonora,1179,28.92,-109.18,Agrícola,825300
Arizpe,Sonora,2788,30.33,-110.17,Agrícola,1951600
Atil,Sonora,622,30.8,-111.58,Agrícola,435400
Bacadéhuachi,Sonora,977,29.8,-109.13,Agrícola,683900
Bacanora,Sonora,721,28.98,-109.4,Agrícola,504700
Bacerac,Sonora,1093,30.35,-108.73,Agrícola,765100
Bacoachi,Sonora,1533,30.63,-110,Agrícola,1073100
Bácum,Sonora,23151,27.53,-110.08,Agrícola,16205700
Banámichi,Sonora,1473,30,-110.4,Agrícola,1031100
Baviácora,Sonora,3293,29.7,-110.17,Agrícola,2305100
Bavispe,Sonora,1288,30.48,-108.93,Agrícola,901600
Benjamín Hill,Sonora,5285,30.17,-111.1,Agrícola,3699500
Caborca,Sonora,89122,30.72,-112.15,Mixta,71297600
Cajeme,Sonora,436484,27.48,-109.93,Mixta,436484000
Cananea,Sonora,39451,30.98,-110.3,Mixta,35505900
Carbó,Sonora,4483,29.68,-110.95,Agrícola,3138100
La Colorada,Sonora,1730,28.7,-110.58,Agrícola,1211000
Cucurpe,Sonora,906,30.33,-110.67,Agrícola,634200
Cumpas,Sonora,5827,30,-109.78,Agrícola,4078900
Divisaderos,Sonora,680,29.6,-109.47,Agrícola,476000
Empalme,Sonora,54128,27.97,-110.82,Mixta,48715200
Etchojoa,Sonora,61230,26.92,-109.65,Agrícola,42861000
Fronteras,Sonora,7470,30.9,-109.57,Agrícola,5229000
Granados,Sonora,1093,29.83,-109.28,Agrícola,765100
Guaymas,Sonora,154786,27.92,-110.9,Servicios,161000000
Hermosillo,Sonora,936263,29.1,-110.97,Servicios,1123515600
Huachinera,Sonora,1093,30.2,-108.95,Agrícola,765100
Huásabas,Sonora,808,29.9,-109.4,Agrícola,565600
Huatabampo,Sonora,78128,26.83,-109.63,Agrícola,54689600
Huépac,Sonora,1031,29.9,-110.2,Agrícola,721700
Imuris,Sonora,12959,30.77,-110.85,Agrícola,9071300
Magdalena,Sonora,33049,30.62,-110.97,Mixta,26439200
Mazatán,Sonora,1288,29,-110.45,Agrícola,901600
Moctezuma,Sonora,5109,29.8,-109.67,Agrícola,3576300
Naco,Sonora,6422,31.33,-109.95,Mixta,5137600
Nácori Chico,Sonora,1533,29.67,-108.97,Agrícola,1073100
Nacozari de García,Sonora,14303,30.37,-109.68,Mixta,12872700
Navojoa,Sonora,164387,27.07,-109.45,Mixta,147948300
Nogales,Sonora,261137,31.3,-110.95,Industrial,287250700
Onavas,Sonora,364,28.47,-109.53,Agrícola,254800
Opodepe,Sonora,2444,29.93,-110.63,Agrícola,1710800
Oquitoa,Sonora,483,30.73,-111.73,Agrícola,338100
Pitiquito,Sonora,9468,30.7,-112,Agrícola,6627600
Puerto Peñasco,Sonora,62689,31.32,-113.53,Servicios,75226800
Quiriego,Sonora,3047,27.52,-109.28,Agrícola,2132900
Rayón,Sonora,1473,29.7,-110.57,Agrícola,1031100
Rosario,Sonora,5232,28.28,-109.33,Agrícola,3662400
Sahuaripa,Sonora,5634,29.05,-109.23,Agrícola,3943800
San Felipe de Jesús,Sonora,391,29.88,-110.3,Agrícola,273700
San Javier,Sonora,541,28.58,-109.73,Agrícola,378700
San Luis Río Colorado,Sonora,199021,32.45,-114.77,Industrial,238825200
San Miguel de Horcasitas,Sonora,9492,29.48,-110.77,Agrícola,6644400
San Pedro de la Cueva,Sonora,1473,29.28,-109.93,Agrícola,1031100
Santa Ana,Sonora,16248,30.53,-111.12,Mixta,12998400
Santa Cruz,Sonora,1966,31.23,-110.6,Agrícola,1376200
Sáric,Sonora,2444,31.1,-111.37,Agrícola,1710800
Soyopa,Sonora,1288,28.75,-109.63,Agrícola,901600
Suaqui Grande,Sonora,1093,28.37,-109.9,Agrícola,765100
Tepache,Sonora,1341,29.53,-109.53,Agrícola,938700
Trincheras,Sonora,1533,30.42,-111.5,Agrícola,1073100
Tubutama,Sonora,1288,30.9,-111.5,Agrícola,901600
Ures,Sonora,8420,29.43,-110.4,Agrícola,5894000
Villa Hidalgo,Sonora,1473,30.17,-109.32,Agrícola,1031100
Villa Pesqueira,Sonora,1179,29.1,-110.15,Agrícola,825300
Yécora,Sonora,4793,28.37,-108.93,Agrícola,3355100
General Plutarco Elías Calles,Sonora,16196,31.7,-112.72,Agrícola,11337200
Benito Juárez,Sonora,21869,27.1,-109.83,Agrícola,15308300
San Ignacio Río Muerto,Sonora,14136,27.35,-110.38,Agrícola,9895200
Balancán,Tabasco,58524,17.8,-91.53,Agrícola,40966800
Cárdenas,Tabasco,243229,18,-93.37,Mixta,218906100
Centla,Tabasco,107732,18.53,-92.65,Agrícola,75412400
Centro,Tabasco,683607,17.98,-92.93,Servicios,820328400
Comalcalco,Tabasco,214877,18.27,-93.2,Mixta,193389300
Cunduacán,Tabasco,137257,18.07,-93.17,Agrícola,96079900
Emiliano Zapata,Tabasco,32181,17.73,-91.77,Agrícola,22526700
Huimanguillo,Tabasco,190885,17.83,-93.38,Agrícola,133619500
Jalapa,Tabasco,37879,17.72,-92.8,Agrícola,26515300
Jalpa de Méndez,Tabasco,91195,18.17,-93.05,Agrícola,63836500
Jonuta,Tabasco,30798,18,-92.13,Agrícola,21558600
Macuspana,Tabasco,158601,17.75,-92.6,Mixta,126880800
Nacajuca,Tabasco,150300,18.13,-93.02,Agrícola,105210000
Paraíso,Tabasco,96741,18.4,-93.22,Industrial,106415100
Tacotalpa,Tabasco,47905,17.58,-92.82,Agrícola,33533500
Teapa,Tabasco,58976,17.55,-92.95,Agrícola,41283200
Tenosique,Tabasco,62310,17.47,-91.42,Mixta,49848000
Abasolo,Tamaulipas,10226,24.05,-98.37,Agrícola,7158200
Aldama,Tamaulipas,28702,22.92,-98.07,Agrícola,20091400
Altamira,Tamaulipas,269790,22.4,-97.93,Industrial,323748000
Antiguo Morelos,Tamaulipas,8855,22.53,-99.08,Agrícola,6198500
Burgos,Tamaulipas,4269,24.95,-98.82,Agrícola,2988300
Bustamante,Tamaulipas,7542,23.38,-99.78,Agrícola,5279400
Camargo,Tamaulipas,16546,26.27,-98.83,Agrícola,11582200
Casas,Tamaulipas,4133,23.4,-98.3,Agrícola,2893100
Ciudad Madero,Tamaulipas,205933,22.28,-97.83,Industrial,226526300
Cruillas,Tamaulipas,1671,24.68,-98.53,Agrícola,1169700
Gómez Farías,Tamaulipas,8286,23.03,-99.15,Agrícola,5790200
González,Tamaulipas,41455,22.8,-98.57,Agrícola,29018500
Güémez,Tamaulipas,15032,23.9,-98.98,Agrícola,10522400
Guerrero,Tamaulipas,3803,26.9,-99.48,Agrícola,2662100
Gustavo Díaz Ordaz,Tamaulipas,15291,26.23,-98.6,Agrícola,10703700
Hidalgo,Tamaulipas,17012,24.23,-99.43,Agrícola,11908400
Jaumave,Tamaulipas,15994,23.4,-99.38,Agrícola,11195800
Jiménez,Tamaulipas,6375,24.2,-98.47,Agrícola,4462500
Llera,Tamaulipas,14589,23.3,-98.9,Agrícola,10212300
Mainero,Tamaulipas,2046,24.57,-99.6,Agrícola,1432200
El Mante,Tamaulipas,106144,22.73,-98.97,Mixta,84915200
Matamoros,Tamaulipas,541979,25.87,-97.5,Industrial,650374800
Méndez,Tamaulipas,4286,25.2,-98.78,Agrícola,3000200
Mier,Tamaulipas,6385,26.43,-99.15,Agrícola,4469500
Miguel Alemán,Tamaulipas,26237,26.4,-99.03,Mixta,20989600
Miquihuana,Tamaulipas,3704,23.57,-99.78,Agrícola,2592800
Nuevo Laredo,Tamaulipas,425058,27.48,-99.5,Industrial,510069600
Nuevo Morelos,Tamaulipas,3812,22.5,-99.18,Agrícola,2668400
Ocampo,Tamaulipas,12170,22.83,-99.33,Agrícola,8519000
Padilla,Tamaulipas,13618,24,-98.78,Agrícola,9532600
Palmillas,Tamaulipas,1917,23.3,-99.55,Agrícola,1341900
Reynosa,Tamaulipas,704767,26.08,-98.28,Industrial,845720400
Río Bravo,Tamaulipas,132477,25.98,-98.1,Mixta,119229300
San Carlos,Tamaulipas,7411,24.47,-99.05,Agrícola,5187700
San Fernando,Tamaulipas,51403,24.85,-98.15,Agrícola,35982100
San Nicolás,Tamaulipas,926,24.53,-99.3,Agrícola,648200
Soto la Marina,Tamaulipas,23673,23.77,-98.22,Agrícola,16571100
Tampico,Tamaulipas,297554,22.25,-97.87,Servicios,357064800
Tula,Tamaulipas,28230,23,-99.72,Mixta,22584000
Valle Hermoso,Tamaulipas,60055,25.67,-97.82,Agrícola,42038500
Victoria,Tamaulipas,349688,23.73,-99.13,Servicios,384656800
Villagrán,Tamaulipas,5330,24.5,-99.43,Agrícola,3731000
Xicoténcatl,Tamaulipas,21956,22.98,-98.93,Agrícola,15369200
Amaxac de Guerrero,Tlaxcala,11452,19.35,-98.18,Mixta,9161600
Apetatitlán de Antonio Carvajal,Tlaxcala,14925,19.33,-98.2,Mixta,11940000
Atlangatepec,Tlaxcala,6916,19.53,-98.2,Agrícola,4841200
Atltzayanca,Tlaxcala,18129,19.43,-97.8,Agrícola,12690300
Apizaco,Tlaxcala,80725,19.42,-98.13,Mixta,72652500
Calpulalpan,Tlaxcala,51172,19.58,-98.57,Mixta,40937600
El Carmen Tequexquitla,Tlaxcala,17042,19.33,-97.65,Agrícola,11929400
Cuapiaxtla,Tlaxcala,15536,19.3,-97.77,Agrícola,10875200
Cuaxomulco,Tlaxcala,5903,19.35,-98.08,Agrícola,4132100
Chiautempan,Tlaxcala,73215,19.32,-98.15,Mixta,65893500
Muñoz de Domingo Arenas,Tlaxcala,4301,19.45,-98.28,Agrícola,3010700
Españita,Tlaxcala,8900,19.48,-98.42,Agrícola,6230000
Huamantla,Tlaxcala,98764,19.32,-97.92,Mixta,88887600
Hueyotlipan,Tlaxcala,15167,19.47,-98.35,Agrícola,10616900
Ixtacuixtla de Mariano Matamoros,Tlaxcala,38012,19.32,-98.37,Agrícola,26608400
Ixtenco,Tlaxcala,7397,19.23,-97.9,Agrícola,5177900
Mazatecochco de José María Morelos,Tlaxcala,11213,19.2,-98.23,Mixta,8970400
Contla de Juan Cuamatzi,Tlaxcala,38624,19.33,-98.17,Mixta,30899200
Tepetitla de Lardizábal,Tlaxcala,22234,19.28,-98.38,Agrícola,15563800
Sanctórum de Lázaro Cárdenas,Tlaxcala,9513,19.52,-98.5,Agrícola,6659100
Nanacamilpa de Mariano Arista,Tlaxcala,18686,19.48,-98.53,Agrícola,13080200
Acuamanala de Miguel Hidalgo,Tlaxcala,6413,19.23,-98.2,Agrícola,4489100
Natívitas,Tlaxcala,26309,19.23,-98.32,Agrícola,18416300
Panotla,Tlaxcala,27891,19.33,-98.27,Mixta,22312800
San Pablo del Monte,Tlaxcala,79403,19.12,-98.17,Mixta,63522400
Santa Cruz Tlaxcala,Tlaxcala,24089,19.37,-98.15,Mixta,19271200
Tenancingo,Tlaxcala,12974,19.15,-98.22,Agrícola,9081800
Teolocholco,Tlaxcala,25145,19.25,-98.18,Mixta,20116000
Tepeyanco,Tlaxcala,12239,19.25,-98.23,Agrícola,8567300
Terrenate,Tlaxcala,15424,19.48,-97.93,Agrícola,10796800
Tetla de la Solidaridad,Tlaxcala,35306,19.43,-98.1,Mixta,28244800
Tetlatlahuca,Tlaxcala,13627,19.28,-98.33,Agrícola,9538900
Tlaxcala,Tlaxcala,99896,19.32,-98.23,Servicios,109885600
Tlaxco,Tlaxcala,45538,19.62,-98.12,Mixta,36430400
Tocatlán,Tlaxcala,6268,19.4,-98.05,Agrícola,4387600
Totolac,Tlaxcala,22429,19.33,-98.25,Mixta,17943200
Ziltlaltépec de Trinidad Sánchez Santos,Tlaxcala,8900,19.22,-97.87,Agrícola,6230000
Tzompantepec,Tlaxcala,18342,19.38,-98.08,Mixta,14673600
Xaloztoc,Tlaxcala,25477,19.38,-98.05,Mixta,20381600
Xaltocan,Tlaxcala,10578,19.4,-98.22,Agrícola,7404600
Papalotla de Xicohténcatl,Tlaxcala,33467,19.17,-98.2,Mixta,26773600
Xicohtzinco,Tlaxcala,14173,19.2,-98.23,Mixta,11338400
Yauhquemehcan,Tlaxcala,40614,19.37,-98.2,Mixta,32491200
Zacatelco,Tlaxcala,45717,19.22,-98.23,Mixta,36573600
Benito Juárez,Tlaxcala,5770,19.57,-98.48,Agrícola,4039000
Emiliano Zapata,Tlaxcala,5215,19.6,-97.98,Agrícola,3650500
Lázaro Cárdenas,Tlaxcala,3363,19.52,-97.8,Agrícola,2354100
La Magdalena Tlaltelulco,Tlaxcala,19041,19.27,-98.2,Mixta,15232800
San Damián Texóloc,Tlaxcala,5807,19.28,-98.28,Agrícola,4064900
San Francisco Tetlanohcan,Tlaxcala,11762,19.25,-98.15,Mixta,9409600
San Jerónimo Zacualpan,Tlaxcala,3993,19.28,-98.25,Agrícola,2795100
San José Teacalco,Tlaxcala,6413,19.4,-97.98,Agrícola,4489100
San Juan Huactzinco,Tlaxcala,7542,19.2,-98.25,Agrícola,5279400
San Lorenzo Axocomanitla,Tlaxcala,5807,19.2,-98.2,Agrícola,4064900
San Lucas Tecopilco,Tlaxcala,3284,19.45,-98.25,Agrícola,2298800
Santa Ana Nopalucan,Tlaxcala,7789,19.28,-98.32,Agrícola,5452300
Santa Apolonia Teacalco,Tlaxcala,4704,19.25,-98.3,Agrícola,3292800
Santa Catarina Ayometla,Tlaxcala,8900,19.22,-98.25,Agrícola,6230000
Santa Cruz Quilehtla,Tlaxcala,7957,19.22,-98.2,Agrícola,5569900
Santa Isabel Xiloxoxtla,Tlaxcala,4923,19.27,-98.22,Agrícola,3446100
Acajete,Veracruz,8900,19.57,-97,Agrícola,6230000
Acatlán,Veracruz,2992,19.68,-96.85,Agrícola,2094400
Acayucan,Veracruz,83709,17.95,-94.92,Mixta,75338100
Actopan,Veracruz,40971,19.5,-96.62,Agrícola,28679700
Acula,Veracruz,4490,18.52,-95.8,Agrícola,3143000
Acultzingo,Veracruz,23101,18.72,-97.32,Agrícola,16170700
Camarón de Tejeda,Veracruz,6268,19.02,-96.62,Agrícola,4387600
Alpatláhuac,Veracruz,10067,19.12,-97.08,Agrícola,7046900
Alto Lucero de Gutiérrez Barrios,Veracruz,28267,19.62,-96.73,Agrícola,19786900
Altotonga,Veracruz,64103,19.77,-97.23,Mixta,51282400
Alvarado,Veracruz,52912,18.77,-95.77,Servicios,47620800
Amatitlán,Veracruz,7542,18.43,-95.73,Agrícola,5279400
Naranjos Amatlán,Veracruz,27548,21.32,-97.68,Agrícola,19283600
Amatlán de los Reyes,Veracruz,47109,18.85,-96.92,Agrícola,32976300
Ángel R. Cabada,Veracruz,33844,18.6,-95.43,Agrícola,23690800
La Antigua,Veracruz,27318,19.32,-96.37,Agrícola,19122600
Apazapan,Veracruz,4014,19.32,-96.72,Agrícola,2809800
Aquila,Veracruz,1894,18.78,-97.35,Agrícola,1325800
Astacinga,Veracruz,7397,18.7,-97.1,Agrícola,5177900
Atlahuilco,Veracruz,11213,18.68,-97.12,Agrícola,7849100
Atoyac,Veracruz,24089,18.92,-96.77,Agrícola,16862300
Atzacan,Veracruz,22687,18.9,-97.1,Agrícola,15880900
Atzalan,Veracruz,50124,19.9,-97.08,Agrícola,35086800
Tlaltetela,Veracruz,16335,19.23,-96.85,Agrícola,11434500
Ayahualulco,Veracruz,25895,19.45,-97,Agrícola,18126500
Banderilla,Veracruz,25993,19.57,-96.93,Mixta,20794400
Benito Juárez,Veracruz,17623,20.83,-98.17,Agrícola,12336100
Boca del Río,Veracruz,144550,19.1,-96.1,Servicios,159005000
Calcahualco,Veracruz,13627,19.13,-97.03,Agrícola,9538900
Camerino Z. Mendoza,Veracruz,40614,18.8,-97.18,Mixta,36552600
Carrillo Puerto,Veracruz,18342,18.78,-96.57,Agrícola,12839400
Catemaco,Veracruz,48483,18.42,-95.12,Servicios,43634700
Cazones de Herrera,Veracruz,24423,20.73,-97.2,Agrícola,17096100
Cerro Azul,Veracruz,24739,21.2,-97.73,Mixta,19791200
Citlaltépetl,Veracruz,11762,21.35,-97.87,Agrícola,8233400
Coacoatzintla,Veracruz,13627,19.65,-96.98,Agrícola,9538900
Coahuitlán,Veracruz,8395,20.25,-97.72,Agrícola,5876500
Coatepec,Veracruz,93981,19.45,-96.97,Mixta,84582900
Coatzacoalcos,Veracruz,310698,18.13,-94.47,Industrial,372837600
Coatzintla,Veracruz,62095,20.47,-97.47,Mixta,49676000
Coetzala,Veracruz,9231,18.82,-96.93,Agrícola,6461700
Colipa,Veracruz,13063,19.92,-96.72,Agrícola,9144100
Comapa,Veracruz,21262,19.15,-96.78,Agrícola,14883400
Córdoba,Veracruz,204721,18.9,-96.93,Mixta,184248900
Cosamaloapan de Carpio,Veracruz,57463,18.37,-95.8,Mixta,45970400
Cosautlán de Carvajal,Veracruz,16335,19.33,-96.98,Agrícola,11434500
Coscomatepec,Veracruz,58976,19.07,-97.05,Mixta,47180800
Cosoleacaque,Veracruz,130989,17.98,-94.63,Industrial,144087900
Cotaxtla,Veracruz,21183,18.83,-96.4,Agrícola,14828100
Coxquihui,Veracruz,15309,20.18,-97.58,Agrícola,10716300
Coyutla,Veracruz,21869,20.25,-97.63,Agrícola,15308300
Cuichapa,Veracruz,12423,18.77,-96.87,Agrícola,8696100
Cuitláhuac,Veracruz,60244,18.82,-96.72,Agrícola,42170800
Chacaltianguis,Veracruz,12423,18.3,-95.83,Agrícola,8696100
Chalma,Veracruz,13410,21.2,-98.4,Agrícola,9387000
Chiconamel,Veracruz,15424,21.22,-98.47,Agrícola,10796800
Chiconquiaco,Veracruz,15424,19.77,-96.78,Agrícola,10796800
Chicontepec,Veracruz,54848,20.97,-98.17,Agrícola,38393600
Chinameca,Veracruz,21183,18.02,-94.75,Agrícola,14828100
Chinampa de Gorostiza,Veracruz,15167,21.37,-97.73,Agrícola,10616900
Las Choapas,Veracruz,83049,17.9,-94.1,Industrial,91353900
Chocamán,Veracruz,21183,18.93,-97.02,Agrícola,14828100
Chontla,Veracruz,14515,21.32,-97.92,Agrícola,10160500
Chumatlán,Veracruz,3993,20.2,-97.62,Agrícola,2795100
Emiliano Zapata,Veracruz,61601,19.42,-96.75,Agrícola,43120700
Espinal,Veracruz,27318,20.27,-97.4,Agrícola,19122600
